Promoter_1_gene_id	Promoter_1_Type	Cell_line_interaction	Promoter_2_gene_id	Promoter_2_Type		
NDUFA6	hPromoter	Hela	KIAA1217	EPromoter(K562)		
NDUFA6	hPromoter	Hela	SMDT1	hPromoter		
NDUFA6	hPromoter	Hela	APEH	hPromoter		
NDUFA6	hPromoter	Hela	SUN1	hPromoter		
NDUFAB1	hPromoter	Hela	EARS2	hPromoter		
NDUFAB1	hPromoter	Hela	UBFD1	hPromoter		
NDUFAF1	hPromoter	Hela	CCNL1	hPromoter		
NDUFAF1	hPromoter	Hela	MRPL1	hPromoter		
NDUFAF1	hPromoter	Hela	RTF1	hPromoter		
NDUFAF4	hPromoter	Hela	TUBA1C	hPromoter		
NDUFAF4	hPromoter	Hela	PKM	hPromoter		
NDUFAF6	hPromoter	K562	TP53INP1	hPromoter		
NDUFAF6	hPromoter	K562 & Hela	CCNE2	hPromoter		
NDUFB2	hPromoter	Hela	ADCK2	hPromoter		
NDUFB6	hPromoter	Hela	DDX58	EPromoter(Hela)		
NDUFB6	hPromoter	Hela	TOPORS	hPromoter		
NDUFB6	hPromoter	K562 & Hela	ACO1	hPromoter		
NDUFB7	hPromoter	Hela	ADGRE2	hPromoter		
NDUFB9	hPromoter	Hela	RNF139	EPromoter(Hela)		
NDUFB9	hPromoter	Hela	TRMT12	hPromoter		
NDUFS3	hPromoter	Hela	GYS1	hPromoter		
NDUFS3	hPromoter	Hela	RUVBL2	hPromoter		
NDUFS3	hPromoter	Hela	PTPMT1	hPromoter		
NDUFS5	hPromoter	Hela	MON1A	hPromoter		
NDUFS8	hPromoter	Hela	TCIRG1	hPromoter		
NDUFS8	hPromoter	Hela	ALDH3B1	hPromoter		
NDUFV1	hPromoter	Hela	GSTP1	hPromoter		
NDUFV1	hPromoter	K562	RAD9A	hPromoter		
NDUFV2	hPromoter	Hela	NTMT1	hPromoter		
NDUFV2	hPromoter	Hela	ANKRD12	hPromoter		
NDUFV3	hPromoter	Hela	WDR4	hPromoter		
NEBL	hPromoter	K562 & Hela	SKIDA1	hPromoter		
NEBL	hPromoter	K562 & Hela	MLLT10	hPromoter		
NECAB1	hPromoter	K562	OTUD6B	hPromoter		
NECAB3	hPromoter	Hela	E2F1	hPromoter		
NECAB3	hPromoter	Hela	C20orf144	hPromoter		
NECAB3	hPromoter	Hela	ACTL10	hPromoter		
NECAB3	hPromoter	K562 & Hela	ZNF341	hPromoter		
NECAP2	hPromoter	Hela	SZRD1	hPromoter		
NEFH	hPromoter	K562	THOC5	hPromoter		
NEIL1	hPromoter	Hela	JAGN1	hPromoter		
NEIL1	hPromoter	Hela	ZDHHC16	hPromoter		
NEIL1	hPromoter	Hela	EXOSC1	hPromoter		
NEIL1	hPromoter	Hela	COMMD4	hPromoter		
NEIL2	hPromoter	Hela	FDFT1	hPromoter		
NEK1	hPromoter	Hela	C4orf27	hPromoter		
NEK7	hPromoter	Hela	PRPSAP1	hPromoter		
NEK8	hPromoter	Hela	TRAF4	hPromoter		
NEK8	hPromoter	Hela	DHRS13	hPromoter		
NEK8	hPromoter	Hela	NARR	hPromoter		
NEK8	hPromoter	Hela	RAB34	hPromoter		
NEK9	hPromoter	Hela	FOS	hPromoter		
NEK9	hPromoter	Hela	FLVCR2	hPromoter		
NEK9	hPromoter	K562	RPS6KL1	hPromoter		
NELFA	hPromoter	Hela	RPL9	hPromoter		
NELFA	hPromoter	K562	LETM1	hPromoter		
NELFA	hPromoter	K562	RELL2	hPromoter		
NELFA	hPromoter	K562	HDAC3	hPromoter		
NELFB	hPromoter	Hela	TOR4A	EPromoter(Hela)		
NELFB	hPromoter	Hela	TUBB4B	hPromoter		
NELFE	hPromoter	Hela	CORO1C	hPromoter		
NELFE	hPromoter	Hela	STK19	hPromoter		
NELFE	hPromoter	Hela	DXO	hPromoter		
NELFE	hPromoter	Hela	EHMT2	hPromoter		
NEMF	hPromoter	K562	DNAAF2	hPromoter		
NENF	hPromoter	K562	ATF3	EPromoter(K562)		
NET1	hPromoter	Hela	OR52A5	hPromoter		
NEU1	hPromoter	K562	APOM	hPromoter		
NEU1	hPromoter	K562	BAG6	hPromoter		
NEU3	hPromoter	Hela	SPCS2	hPromoter		
NEU3	hPromoter	Hela	XRRA1	hPromoter		
NEURL4	hPromoter	Hela	KCTD11	EPromoter(Hela)		
NEURL4	hPromoter	Hela	GPS2	hPromoter		
NEURL4	hPromoter	Hela	POLR2A	hPromoter		
NEURL4	hPromoter	Hela	ZBTB4	hPromoter		
NFAT5	EPromoter(Hela)	Hela	NIP7	hPromoter		
NFAT5	EPromoter(Hela)	Hela	COG8	hPromoter		
NFAT5	EPromoter(Hela)	Hela	TERF2	hPromoter		
NFAT5	EPromoter(Hela)	Hela	YWHAQ	hPromoter		
NFATC3	hPromoter	Hela	ESRP2	hPromoter		
NFATC4	hPromoter	Hela	KHNYN	EPromoter(Hela)		
NFATC4	hPromoter	Hela	CBLN3	hPromoter		
NFATC4	hPromoter	Hela	SDR39U1	hPromoter		
NFE2	EPromoter(K562)	K562 & Hela	COPZ1	hPromoter		
NFE2L1	hPromoter	Hela	TMEM120B	hPromoter		
NFE2L1	hPromoter	Hela	HOXB7	hPromoter		
NFE2L1	hPromoter	Hela	CCT8	hPromoter		
NFE2L2	hPromoter	Hela	HNRNPA3	hPromoter		
NFE2L2	hPromoter	K562	C7orf55	hPromoter		
NFE2L2	hPromoter	K562	LUC7L2	hPromoter		
NFIA	hPromoter	Hela	NFIA	hPromoter		
NFIB	hPromoter	Hela	IFITM5	hPromoter		
NFIL3	hPromoter	Hela	CEP152	hPromoter		
NFKB2	EPromoter(Hela)	Hela	NPL	hPromoter		
NFKB2	EPromoter(Hela)	Hela	PSD	hPromoter		
NFKB2	EPromoter(Hela)	Hela	FBXL15	hPromoter		
NFKBIA	hPromoter	K562 & Hela	PSMA6	hPromoter		
NFKBIB	hPromoter	Hela	HNRNPL	EPromoter(K562)		
NFKBIB	hPromoter	Hela	MRPS12	hPromoter		
NFKBIB	hPromoter	Hela	SARS2	hPromoter		
NFS1	hPromoter	Hela	ACIN1	EPromoter(K562)		
NFS1	hPromoter	Hela	C14orf119	hPromoter		
NFS1	hPromoter	Hela	H3F3B	hPromoter		
NFU1	hPromoter	Hela	RAVER1	hPromoter		
NFYA	hPromoter	Hela	TBK1	hPromoter		
NFYA	hPromoter	Hela	BFSP1	hPromoter		
NGDN	hPromoter	Hela	THTPA	hPromoter		
NGRN	hPromoter	Hela	CASP7	hPromoter		
NGRN	hPromoter	Hela	CIB1	hPromoter		
NGRN	hPromoter	Hela	GDPGP1	hPromoter		
NHEJ1	hPromoter	Hela	CNPPD1	hPromoter		
NHEJ1	hPromoter	Hela	FAM134A	hPromoter		
NHEJ1	hPromoter	K562 & Hela	ZFAND2B	hPromoter		
NHP2	hPromoter	Hela	NOP58	hPromoter		
NHP2	hPromoter	Hela	HNRNPAB	hPromoter		
NICN1	hPromoter	Hela	AMT	hPromoter		
NICN1	hPromoter	Hela	TCTA	hPromoter		
NICN1	hPromoter	Hela	RHOA	hPromoter		
NIF3L1	hPromoter	Hela	BZW1	hPromoter		
NINL	hPromoter	Hela	NANP	hPromoter		
NIPA1	hPromoter	Hela	BIRC2	hPromoter		
NIPAL3	hPromoter	K562	RCAN3	hPromoter		
NIPBL	EPromoter(Hela)	Hela	IPPK	EPromoter(Hela)		
NIPSNAP1	hPromoter	K562	GAS2L1	hPromoter		
NIPSNAP3A	hPromoter	Hela	SESN1	hPromoter		
NIT1	hPromoter	K562 & Hela	DEDD	EPromoter(K562 & Hela)		
NIT1	hPromoter	Hela	KDM4C	EPromoter(K562)		
NIT2	hPromoter	Hela	TBC1D23	hPromoter		
NKIRAS1	hPromoter	Hela	NR1D2	EPromoter(Hela)		
NKTR	hPromoter	Hela	SCAF11	hPromoter		
NKTR	hPromoter	Hela	NKTR	hPromoter		
NKTR	hPromoter	Hela	SS18L2	hPromoter		
NKTR	hPromoter	K562 & Hela	SEC22C	hPromoter		
NLK	hPromoter	Hela	CIZ1	EPromoter(K562)		
NLK	hPromoter	Hela	DNM1	hPromoter		
NLK	hPromoter	K562	NLK	hPromoter		
NLK	hPromoter	K562	LYRM9	hPromoter		
NLN	hPromoter	Hela	ERBB2IP	EPromoter(K562)		
NLRP11	hPromoter	Hela	ARRB2	hPromoter		
NLRX1	hPromoter	Hela	CCDC153	hPromoter		
NMD3	hPromoter	Hela	KPNA4	hPromoter		
NME1	EPromoter(Hela)	Hela	RCE1	EPromoter(Hela)		
NME1	EPromoter(Hela)	Hela	NME1	EPromoter(Hela)		
NME1	EPromoter(Hela)	Hela	TOM1L1	hPromoter		
NME1	EPromoter(Hela)	Hela	NME2	hPromoter		
NME2	hPromoter	Hela	RCE1	EPromoter(Hela)		
NME2	hPromoter	Hela	NME1	EPromoter(Hela)		
NME2	hPromoter	Hela	NME2	hPromoter		
NME6	hPromoter	Hela	ZNF589	hPromoter		
NMI	EPromoter(K562)	Hela	RBM43	hPromoter		
NMI	EPromoter(K562)	K562 & Hela	RIF1	hPromoter		
NMT1	hPromoter	Hela	MOV10	hPromoter		
NMT1	hPromoter	Hela	NMT1	hPromoter		
NMT1	hPromoter	K562 & Hela	DCAKD	hPromoter		
NNT	hPromoter	Hela	C5orf28	hPromoter		
NNT	hPromoter	K562 & Hela	PAIP1	hPromoter		
NOB1	hPromoter	Hela	NQO1	EPromoter(Hela)		
NOC3L	hPromoter	Hela	FRA10AC1	hPromoter		
NOC3L	hPromoter	K562 & Hela	TBC1D12	hPromoter		
NOD1	hPromoter	Hela	GGCT	hPromoter		
NOG	hPromoter	Hela	PACSIN2	EPromoter(K562 & Hela)		
NOG	hPromoter	Hela	STAG1	hPromoter		
NOL11	hPromoter	Hela	TPM1	hPromoter		
NOL11	hPromoter	K562	BPTF	hPromoter		
NOL12	hPromoter	Hela	NUDT4	hPromoter		
NOL12	hPromoter	Hela	GGA1	hPromoter		
NOL3	EPromoter(K562)	Hela	E2F4	EPromoter(Hela)		
NOL3	EPromoter(K562)	Hela	CORO1C	hPromoter		
NOL3	EPromoter(K562)	Hela	C16orf70	hPromoter		
NOL3	EPromoter(K562)	Hela	FHOD1	hPromoter		
NOL3	EPromoter(K562)	Hela	CBFB	hPromoter		
NOL3	EPromoter(K562)	Hela	ELMO3	hPromoter		
NOL3	EPromoter(K562)	K562 & Hela	FBXL8	hPromoter		
NOL3	EPromoter(K562)	K562 & Hela	TRADD	hPromoter		
NOL6	hPromoter	Hela	ANKRD18B	hPromoter		
NOL7	hPromoter	Hela	BLMH	hPromoter		
NOL7	hPromoter	Hela	RANBP9	hPromoter		
NOL7	hPromoter	Hela	TBC1D7	hPromoter		
NOL7	hPromoter	Hela	SIRT5	hPromoter		
NOL7	hPromoter	Hela	HIST1H3B	hPromoter		
NOL9	EPromoter(Hela)	Hela	SOCS2	EPromoter(K562)		
NOL9	EPromoter(Hela)	Hela	CDK3	hPromoter		
NOL9	EPromoter(Hela)	K562	ZBTB48	hPromoter		
NOL9	EPromoter(Hela)	K562	THAP3	hPromoter		
NOLC1	EPromoter(Hela)	Hela	PPRC1	hPromoter		
NOLC1	EPromoter(Hela)	Hela	TLE2	hPromoter		
NOLC1	EPromoter(Hela)	Hela	RNF103	hPromoter		
NOP10	hPromoter	Hela	LPCAT4	hPromoter		
NOP10	hPromoter	K562	EMC7	hPromoter		
NOP10	hPromoter	K562	PGBD4	hPromoter		
NOP2	hPromoter	Hela	RASSF1	hPromoter		
NOP2	hPromoter	Hela	VAMP1	hPromoter		
NOP2	hPromoter	Hela	ZNF384	hPromoter		
NOP2	hPromoter	K562	COPS7A	hPromoter		
NOP56	hPromoter	Hela	COPZ1	hPromoter		
NOP56	hPromoter	Hela	IDH3B	hPromoter		
NOP56	hPromoter	Hela	SNRPB	hPromoter		
NOP56	hPromoter	Hela	ZNF343	hPromoter		
NOP58	hPromoter	Hela	SUMO1	hPromoter		
NOP58	hPromoter	Hela	NHP2	hPromoter		
NOSIP	hPromoter	Hela	RRAS	hPromoter		
NOSIP	hPromoter	Hela	SCAF1	hPromoter		
NOSTRIN	hPromoter	Hela	PPIA	hPromoter		
NOTCH1	hPromoter	Hela	RASSF9	hPromoter		
NOTCH1	hPromoter	Hela	NOTCH1	hPromoter		
NOTCH1	hPromoter	Hela	SEC16A	hPromoter		
NOTCH1	hPromoter	Hela	LCN10	hPromoter		
NOTCH1	hPromoter	Hela	DNAJA1	hPromoter		
NOTUM	hPromoter	Hela	STRA13	hPromoter		
NOTUM	hPromoter	Hela	LRRC45	hPromoter		
NOV	EPromoter(K562 & Hela)	Hela	ACADM	hPromoter		
NPC1	hPromoter	K562 & Hela	C18orf8	hPromoter		
NPDC1	hPromoter	Hela	DEFB115	hPromoter		
NPDC1	hPromoter	Hela	C9orf139	hPromoter		
NPDC1	hPromoter	Hela	ABCA2	hPromoter		
NPDC1	hPromoter	Hela	TMEM141	hPromoter		
NPFF	hPromoter	Hela	ATP5G2	hPromoter		
NPFF	hPromoter	Hela	ESPL1	hPromoter		
NPFF	hPromoter	K562	SP7	hPromoter		
NPHS2	hPromoter	K562	SOAT1	hPromoter		
NPHS2	hPromoter	K562	TOR3A	hPromoter		
NPL	hPromoter	Hela	NFKB2	EPromoter(Hela)		
NPL	hPromoter	Hela	DHX9	hPromoter		
NPL	hPromoter	Hela	PPP2R5C	hPromoter		
NPL	hPromoter	K562	RGS16	hPromoter		
NPLOC4	hPromoter	Hela	CCDC137	hPromoter		
NPLOC4	hPromoter	Hela	OXLD1	hPromoter		
NPM1	hPromoter	Hela	SFXN5	hPromoter		
NPM1	hPromoter	Hela	TMEM14C	hPromoter		
NPM1	hPromoter	Hela	OXR1	hPromoter		
NPM3	hPromoter	Hela	MGEA5	EPromoter(K562)		
NPR1	hPromoter	K562 & Hela	RAB13	EPromoter(K562 & Hela)		
NPR1	hPromoter	Hela	HAX1	hPromoter		
NPR1	hPromoter	Hela	INTS3	hPromoter		
NPR3	hPromoter	Hela	SUB1	EPromoter(K562 & Hela)		
NPRL3	hPromoter	Hela	EIF4A2	hPromoter		
NPTN	hPromoter	Hela	ZNF552	hPromoter		
NPTN	hPromoter	Hela	NUP160	hPromoter		
NQO1	EPromoter(Hela)	Hela	HP1BP3	hPromoter		
NQO1	EPromoter(Hela)	Hela	NOB1	hPromoter		
NQO1	EPromoter(Hela)	Hela	WWP2	hPromoter		
NQO1	EPromoter(Hela)	Hela	HIST1H4K	hPromoter		
NQO2	hPromoter	Hela	BPHL	hPromoter		
NR1D1	hPromoter	Hela	ABCG1	EPromoter(K562 & Hela)		
NR1D1	hPromoter	Hela	MCIDAS	hPromoter		
NR1D2	EPromoter(Hela)	Hela	RPL15	EPromoter(K562)		
NR1D2	EPromoter(Hela)	Hela	BZW1	hPromoter		
NR1D2	EPromoter(Hela)	Hela	NKIRAS1	hPromoter		
NR1H2	hPromoter	Hela	POLD1	hPromoter		
NR2C1	hPromoter	Hela	APC	hPromoter		
NR2C2AP	hPromoter	Hela	ARHGDIA	EPromoter(Hela)		
NR2C2AP	hPromoter	Hela	RFXANK	EPromoter(Hela)		
NR2C2AP	hPromoter	Hela	BORCS8	hPromoter		
NR2C2AP	hPromoter	Hela	MEF2BNB	hPromoter		
NR2C2AP	hPromoter	Hela	MEF2B	hPromoter		
NR4A1	hPromoter	Hela	ATG101	hPromoter		
NR4A3	hPromoter	Hela	STX17	hPromoter		
NR6A1	hPromoter	Hela	SCAI	hPromoter		
NR6A1	hPromoter	K562 & Hela	WDR38	hPromoter		
NRAP	hPromoter	Hela	CASP7	hPromoter		
NRAS	hPromoter	Hela	CSDE1	EPromoter(K562 & Hela)		
NRAS	hPromoter	Hela	BCAS2	hPromoter		
NRAS	hPromoter	Hela	LPIN2	hPromoter		
NRAS	hPromoter	K562 & Hela	SIKE1	hPromoter		
NRBF2	hPromoter	Hela	ADGRG3	hPromoter		
NRBF2	hPromoter	Hela	KXD1	hPromoter		
NRBP1	hPromoter	Hela	PPM1G	hPromoter		
NRBP1	hPromoter	Hela	ZNF513	hPromoter		
NRD1	hPromoter	Hela	KTI12	hPromoter		
NRD1	hPromoter	Hela	BTF3L4	hPromoter		
NRD1	hPromoter	Hela	TXNDC12	hPromoter		
NRD1	hPromoter	Hela	RNF135	hPromoter		
NRDE2	hPromoter	K562 & Hela	CALM1	hPromoter		
NRF1	EPromoter(K562 & Hela)	Hela	POLB	hPromoter		
NRSN1	hPromoter	Hela	ZBTB41	hPromoter		
NRSN1	hPromoter	Hela	CRB1	hPromoter		
NRSN2	hPromoter	Hela	SOX12	hPromoter		
NRTN	hPromoter	Hela	HSD11B1L	hPromoter		
NRTN	hPromoter	Hela	C19orf70	hPromoter		
NRXN2	hPromoter	Hela	SF1	hPromoter		
NRXN2	hPromoter	K562	MAP4K2	hPromoter		
NSL1	hPromoter	Hela	ANGEL2	hPromoter		
NSMCE4A	hPromoter	K562 & Hela	ATE1	EPromoter(K562)		
NSMCE4A	hPromoter	Hela	TACC2	hPromoter		
NSUN4	hPromoter	Hela	LRRC41	hPromoter		
NSUN4	hPromoter	Hela	UQCRH	hPromoter		
NSUN6	hPromoter	Hela	ARL5B	hPromoter		
NT5C	hPromoter	Hela	NT5C	hPromoter		
NT5C	hPromoter	Hela	HN1	hPromoter		
NT5C	hPromoter	Hela	SLC16A5	hPromoter		
NT5C	hPromoter	Hela	ARMC7	hPromoter		
NT5C2	hPromoter	Hela	CALU	hPromoter		
NT5DC2	hPromoter	Hela	RPS6KA4	hPromoter		
NT5DC2	hPromoter	K562 & Hela	GNL3	hPromoter		
NT5DC2	hPromoter	K562 & Hela	PBRM1	hPromoter		
NT5E	hPromoter	Hela	TCF7L2	hPromoter		
NT5M	hPromoter	Hela	COPS3	hPromoter		
NTAN1	hPromoter	Hela	RDH13	hPromoter		
NTMT1	hPromoter	Hela	NTMT1	hPromoter		
NTMT1	hPromoter	Hela	IER5L	hPromoter		
NTN3	hPromoter	Hela	C16orf59	hPromoter		
NTN4	hPromoter	Hela	SKAP2	hPromoter		
NUAK2	hPromoter	Hela	RBBP5	hPromoter		
NUAK2	hPromoter	K562	DSTYK	hPromoter		
NUAK2	hPromoter	K562 & Hela	TMCC2	hPromoter		
NUB1	hPromoter	Hela	ENO1	hPromoter		
NUBP1	hPromoter	Hela	DEXI	hPromoter		
NUBP1	hPromoter	Hela	CLEC16A	hPromoter		
NUBP1	hPromoter	Hela	ALG1	hPromoter		
NUBP2	hPromoter	Hela	NME3	hPromoter		
NUBP2	hPromoter	Hela	EME2	hPromoter		
NUBP2	hPromoter	Hela	MRPS34	hPromoter		
NUCB1	hPromoter	Hela	PPP1R15A	EPromoter(Hela)		
NUCB2	hPromoter	Hela	LRPPRC	hPromoter		
NUDC	hPromoter	Hela	MCFD2	hPromoter		
NUDT15	hPromoter	K562	MED4	hPromoter		
NUDT15	hPromoter	K562 & Hela	SUCLA2	hPromoter		
NUDT16	hPromoter	Hela	MRPL3	hPromoter		
NUDT17	hPromoter	K562	ITGA10	hPromoter		
NUDT17	hPromoter	K562	ANKRD35	hPromoter		
NUDT18	hPromoter	Hela	POGZ	hPromoter		
NUDT18	hPromoter	Hela	HR	hPromoter		
NUDT19	hPromoter	Hela	ANKRD27	hPromoter		
NUDT19	hPromoter	Hela	RGS9BP	hPromoter		
NUDT21	hPromoter	Hela	PLCXD2	hPromoter		
NUDT21	hPromoter	Hela	AMFR	hPromoter		
NUDT3	EPromoter(K562)	K562 & Hela	C6orf1	hPromoter		
NUDT4	hPromoter	Hela	NOL12	hPromoter		
NUDT8	hPromoter	Hela	TBX10	hPromoter		
NUDT9	EPromoter(Hela)	K562 & Hela	HSD17B11	hPromoter		
NUMBL	hPromoter	Hela	C19orf54	hPromoter		
NUMBL	hPromoter	Hela	SNRPA	hPromoter		
NUP107	EPromoter(K562)	Hela	FOXK2	hPromoter		
NUP133	hPromoter	Hela	ABCB10	hPromoter		
NUP133	hPromoter	Hela	TAF5L	hPromoter		
NUP133	hPromoter	Hela	URB2	hPromoter		
NUP155	hPromoter	Hela	WDR70	hPromoter		
NUP155	hPromoter	Hela	C5orf42	hPromoter		
NUP160	hPromoter	Hela	NPTN	hPromoter		
NUP160	hPromoter	Hela	FNBP4	hPromoter		
NUP205	hPromoter	Hela	ARPC4	EPromoter(K562)		
NUP205	hPromoter	Hela	TADA3	hPromoter		
NUP205	hPromoter	K562	CNOT4	hPromoter		
NUP210L	hPromoter	Hela	NUP210L	hPromoter		
NUP210L	hPromoter	Hela	SLC39A1	hPromoter		
NUP210L	hPromoter	Hela	SFPQ	hPromoter		
NUP210L	hPromoter	Hela	TPM3	hPromoter		
NUP210L	hPromoter	Hela	UBAP2L	hPromoter		
NUP210L	hPromoter	Hela	C1orf43	hPromoter		
NUP210L	hPromoter	Hela	HAX1	hPromoter		
NUP210L	hPromoter	K562 & Hela	RPS27	hPromoter		
NUP214	hPromoter	Hela	ING1	EPromoter(Hela)		
NUP214	hPromoter	K562	TRIM28	hPromoter		
NUP35	hPromoter	K562	NCKAP1	hPromoter		
NUP50	hPromoter	Hela	GNAI3	hPromoter		
NUP85	hPromoter	Hela	CNOT6L	hPromoter		
NUP85	hPromoter	Hela	ATP5H	hPromoter		
NUP85	hPromoter	Hela	KCTD2	hPromoter		
NUP85	hPromoter	Hela	HN1	hPromoter		
NUP85	hPromoter	Hela	EML4	hPromoter		
NUP88	hPromoter	Hela	SLTM	EPromoter(K562)		
NUP88	hPromoter	Hela	C1QBP	hPromoter		
NUP88	hPromoter	Hela	DHX33	hPromoter		
NUP93	hPromoter	Hela	HERPUD1	EPromoter(K562 & Hela)		
NUP93	hPromoter	Hela	MT1X	hPromoter		
NUP98	hPromoter	Hela	PRDX6	hPromoter		
NUP98	hPromoter	Hela	PGAP2	hPromoter		
NUPL2	hPromoter	Hela	KLHL7	hPromoter		
NUSAP1	hPromoter	Hela	EXD1	hPromoter		
NUSAP1	hPromoter	Hela	CHP1	hPromoter		
NVL	hPromoter	K562	FBXO28	hPromoter		
NVL	hPromoter	K562 & Hela	DEGS1	hPromoter		
NXF1	hPromoter	Hela	ETFA	hPromoter		
NXF1	hPromoter	Hela	STX5	hPromoter		
NXF1	hPromoter	Hela	TMEM179B	hPromoter		
NXF1	hPromoter	Hela	TMEM223	hPromoter		
NXPH3	hPromoter	K562	SPOP	hPromoter		
NXPH4	hPromoter	K562	NDUFA4L2	hPromoter		
NYAP1	hPromoter	Hela	ZSCAN12	hPromoter		
NYAP1	hPromoter	Hela	MEPCE	hPromoter		
NYAP1	hPromoter	Hela	ZCWPW1	hPromoter		
NYNRIN	EPromoter(K562)	Hela	KHNYN	EPromoter(Hela)		
NYNRIN	EPromoter(K562)	Hela	CBLN3	hPromoter		
OAZ2	hPromoter	Hela	TTC25	hPromoter		
OCIAD1	hPromoter	Hela	FRYL	hPromoter		
OCIAD2	hPromoter	Hela	PHKG2	hPromoter		
ODC1	hPromoter	Hela	RNF139	EPromoter(Hela)		
ODC1	hPromoter	Hela	KLF11	hPromoter		
ODC1	hPromoter	Hela	MED10	hPromoter		
ODF2	hPromoter	Hela	FAS	hPromoter		
ODF2	hPromoter	Hela	ACTA2	hPromoter		
ODF2	hPromoter	Hela	GLE1	hPromoter		
ODF3	hPromoter	Hela	TIMM22	hPromoter		
ODF3	hPromoter	K562	ANO9	hPromoter		
OGDH	hPromoter	Hela	ZMIZ2	hPromoter		
OGDH	hPromoter	Hela	H2AFV	hPromoter		
OGDH	hPromoter	Hela	TMED4	hPromoter		
OGFOD2	hPromoter	Hela	ARL6IP4	hPromoter		
OGG1	hPromoter	Hela	BRPF1	hPromoter		
OLA1	hPromoter	Hela	CYB5D1	hPromoter		
OLA1	hPromoter	Hela	NAA38	hPromoter		
OLFM1	hPromoter	Hela	C9orf116	hPromoter		
OLFM1	hPromoter	Hela	MRPS2	hPromoter		
OLFM1	hPromoter	K562 & Hela	C9orf62	hPromoter		
OLFM1	hPromoter	K562 & Hela	OLFM1	hPromoter		
OLFML2A	hPromoter	Hela	RNF34	hPromoter		
OLFML2A	hPromoter	Hela	RPL35	hPromoter		
OLFML2A	hPromoter	Hela	WDR38	hPromoter		
OLFML2A	hPromoter	Hela	OLFML2A	hPromoter		
OLFML2A	hPromoter	Hela	ARPC5L	hPromoter		
OLFML2A	hPromoter	K562 & Hela	NR6A1	hPromoter		
OLFML3	hPromoter	Hela	DENND2C	hPromoter		
OLIG3	hPromoter	Hela	LIG3	hPromoter		
OLR1	hPromoter	Hela	MARCH6	hPromoter		
OLR1	hPromoter	Hela	GABARAPL1	hPromoter		
OLR1	hPromoter	Hela	C12orf45	hPromoter		
OPA3	hPromoter	Hela	C19orf83	hPromoter		
OPA3	hPromoter	Hela	EML2	hPromoter		
OPA3	hPromoter	Hela	ARL8B	hPromoter		
OPLAH	hPromoter	Hela	CYC1	EPromoter(Hela)		
OPLAH	hPromoter	Hela	EXOSC4	hPromoter		
OPLAH	hPromoter	Hela	GPAA1	hPromoter		
OPTC	hPromoter	Hela	TBCC	hPromoter		
OPTN	hPromoter	Hela	MCM10	hPromoter		
OPTN	hPromoter	K562	PRPF18	hPromoter		
OR10Z1	hPromoter	Hela	IL6	hPromoter		
OR12D3	hPromoter	Hela	EMC10	hPromoter		
OR12D3	hPromoter	Hela	FAM71E1	hPromoter		
OR13C4	hPromoter	Hela	RPS28	hPromoter		
OR13C4	hPromoter	Hela	NDUFA7	hPromoter		
OR14I1	hPromoter	Hela	ZNF672	hPromoter		
OR14I1	hPromoter	Hela	ZNF692	hPromoter		
OR14I1	hPromoter	Hela	PGBD2	hPromoter		
OR2A25	hPromoter	Hela	APC	hPromoter		
OR2AP1	hPromoter	Hela	SIRT6	hPromoter		
OR2D2	hPromoter	Hela	RAB23	hPromoter		
OR4B1	hPromoter	Hela	BZW1	hPromoter		
OR4C3	hPromoter	Hela	GRHL3	hPromoter		
OR4F15	hPromoter	Hela	PDCD6	hPromoter		
OR51E1	hPromoter	Hela	PHYKPL	hPromoter		
OR52A5	hPromoter	Hela	NET1	hPromoter		
OR5AU1	hPromoter	Hela	GSN	hPromoter		
OR5B3	hPromoter	Hela	IFT27	hPromoter		
ORAI3	hPromoter	Hela	FBXL19	EPromoter(Hela)		
ORC5	hPromoter	Hela	DPH7	hPromoter		
ORC6	hPromoter	K562 & Hela	C16orf87	hPromoter		
ORMDL2	hPromoter	Hela	CD63	EPromoter(K562 & Hela)		
ORMDL2	hPromoter	Hela	CYC1	EPromoter(Hela)		
ORMDL2	hPromoter	Hela	ACTR3	hPromoter		
ORMDL2	hPromoter	Hela	DNAJC14	hPromoter		
ORMDL2	hPromoter	Hela	WIBG	hPromoter		
ORMDL2	hPromoter	Hela	COPS7A	hPromoter		
OS9	hPromoter	K562 & Hela	B4GALNT1	hPromoter		
OSBP2	EPromoter(K562)	Hela	MED17	hPromoter		
OSBP2	EPromoter(K562)	Hela	SMTN	hPromoter		
OSBPL10	hPromoter	Hela	GPD1L	hPromoter		
OSBPL1A	hPromoter	Hela	IMPACT	hPromoter		
OSBPL6	hPromoter	Hela	BSND	hPromoter		
OSGEP	hPromoter	Hela	APEX1	hPromoter		
OSGEP	hPromoter	Hela	OSGEP	hPromoter		
OSGEPL1	hPromoter	Hela	WDR75	hPromoter		
OSGEPL1	hPromoter	Hela	ASNSD1	hPromoter		
OSGIN2	hPromoter	Hela	RIPK2	EPromoter(K562)		
OSGIN2	hPromoter	Hela	BRPF1	hPromoter		
OSGIN2	hPromoter	Hela	NBN	hPromoter		
OSR2	hPromoter	Hela	ATXN2L	hPromoter		
OSR2	hPromoter	Hela	ADCY9	hPromoter		
OSR2	hPromoter	Hela	VPS13B	hPromoter		
OSR2	hPromoter	Hela	STK3	hPromoter		
OST4	hPromoter	Hela	KHK	hPromoter		
